category,file,duration_sec,n_onsets,onsets_per_sec
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÇµÇ„Ç´ÇµÇ„Ç´ÇøÇ„Å`Ç¢ÇŸÇ§ÅI/ÇµÇ„Ç´ÇµÇ„Ç´ÇøÇ„Å`Ç¢ÇŸÇ§ÅI.mp3,71.42,338,4.7326
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/mottoÅôîhéËÇ…ÇÀ!/mottoÅôîhéËÇ…ÇÀ!.mp3,89.94,328,3.6469
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/goldbh/goldbh.mp3,84.47,320,3.7884
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ironnnakatati/ironnnakatati.mp3,134.37,588,4.3759
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Love for PAPA/Love for PAPA.mp3,89.09,234,2.6266
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Amazing sky/Amazing sky.mp3,116.51,416,3.5706
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Sweet Love/Sweet Love.mp3,92.63,398,4.2967
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/O.SHI.E.TE.ÉgÉDÉãÅ[ÅôÇÕÇüÇ∆/O.SHI.E.TE.ÉgÉDÉãÅ[ÅôÇÕÇüÇ∆.mp3,128.38,218,1.6981
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/tasogaredokino reirainn/tasogaredokino reirainn.mp3,107.86,506,4.6913
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/detonator/detonator.mp3,93.91,360,3.8334
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/girlS/girlS.mp3,118.83,423,3.5597
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Girl meets Love Ex/Girl meets Love Ex.mp3,101.2,319,3.1522
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/toiÅÙtoiÅÙtoiÅÙ/toitoitoi.mp3,94.67,205,2.1655
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ñÈä‘çs/ÉfÉXÉåÉQÉG ÅuñÈä‘çsÅv.mp3,107.11,296,2.7634
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç±ÇßÇÃÇµÇóÇ»ÇóÇ‚ÇóÇ©ÇóÇ»ÇóÇ⁄Ç≈Ç°ÇóÇóÇó/sinayaka.mp3,11.68,56,4.7959
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ètÇÃóz/ètÇÃóz.ogg,93.31,356,3.8153
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/FairlyLife/FairlyLife.mp3,78.71,127,1.6136
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Face of Fact/Face of Fact.mp3,151.03,586,3.8801
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç†ÅEÇÈÅEÇ“ÅEÇ∂ÅÙ/arupizi.mp3,116.65,392,3.3605
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉxÉCÉrÅ[ÉÅÉCÉrÅ[/ÉxÉCÉrÅ[ÉÅÉCÉrÅ[.mp3,120.74,499,4.1329
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆêFÇÃâ‘çÁÇ≠ç†/hpt.mp3,111.41,365,3.2761
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/yu-topia/yu-topia.mp3,96.18,371,3.8572
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/èÉê^Ç»â‘Ç§ÇÁÇ»Ç¢/ÇªÇÃâ‘Ç—ÇÁÇ…Ç≠ÇøÇ√ÇØÇOPÅuèÉê^Ç»â‘Ç§ÇÁÇ»Ç¢Åv.mp3,93.78,318,3.3909
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Love flower/Love flower.mp3,75.25,187,2.4852
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆÇµÇƒãRém/óˆÇµÇƒãRém.mp3,100.08,287,2.8678
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/hitsugi/hitsugi.mp3,145.19,278,1.9148
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/LOVEÅôHARLEMÅôGAME/LoveHarlemGame.mp3,113.03,332,2.9372
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ä™éqÇÃÉpÅ[ÉtÉFÉNÉgÉGÉåÉKÉìÉgã≥é∫/ä™éqÇÃÉpÅ[ÉtÉFÉNÉgÉGÉåÉKÉìÉgã≥é∫.mp3,127.63,432,3.3847
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/welcomeÅôberry's/welcomeÅôberry's.mp3,98.25,245,2.4937
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/kyoukiA/kyoukiA.mp3,115.49,469,4.0611
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Tuk Tuk Boshi/Tuk Tuk Boshi.mp3,144.84,496,3.4245
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/é‹îMbeach side bunny/é‹îMBeach Side Bunny.mp3,129.12,194,1.5024
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Plasma Strike/Plasma Strike.mp3,141.32,929,6.5739
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç”ÇÍÇ†ÅôÇ±ÇÒÇ’ÇÍÇ¡Ç≠Ç∑/Ç”ÇÍÇ†ÅôÇ±ÇÒÇ’ÇÍÇ¡Ç≠Ç∑.mp3,94.66,236,2.4932
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/colorful precious life/colorful precious life.mp3,97.44,387,3.9718
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/èˆîMÉÜÅ[ÉgÉsÉAEx/yu-topiaEx.mp3,242.22,1015,4.1904
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Melty Air/Melty Air.mp3,119.69,497,4.1523
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Russian Caravan Rhapsody/Russian Caravan Rhapsody.mp3,119.11,120,1.0075
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/åNÇ©ÇÁénÇ‹ÇÈäÔê’/åNÇ©ÇÁénÇ‹ÇÈäÔê’.mp3,125.06,480,3.838
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÇËÇ∆ÇÈÇ‹Ç¢Ç∑ÇƒÇ¡Ç’/ÇËÇ∆ÇÈÇ‹Ç¢Ç∑ÇƒÇ¡Ç’.mp3,94.89,200,2.1077
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/‡aÅXÇΩÇÈçïâåÇÕçÁÇ´/‡aÅXÇΩÇÈçïâåÇÕçÁÇ´.mp3,127.9,523,4.0893
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/É~ÉTÉRÇÃì˙ãL (å©ÇøÇ·É_ÉÅ!)/É~ÉTÉRÇÃì˙ãL (å©ÇøÇ·É_ÉÅ!).mp3,125.64,692,5.5079
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Soul On Fire/Soul On Fire.mp3,127.13,96,0.7552
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ECHO/ECHO.mp3,102.0,34,0.3333
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/çïîØóêÇÍÇµèCóÖÇ∆Ç»ÇËÇƒ/çïîØóêÇÍÇµèCóÖÇ∆Ç»ÇËÇƒ.mp3,123.78,186,1.5026
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Lively Passion/Lively Passion.mp3,93.64,192,2.0505
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Love Climax/Love Climax.mp3,139.81,171,1.2231
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç§ÇøÇ„Ç§Ç™Ç∆ÇÁÇ‘ÇÈÅI/utyu.mp3,110.08,531,4.8238
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉiÉcÉÅÉO/natumegu.mp3,97.49,231,2.3695
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/kimitotsukuru/kimitotsukuru.mp3,117.05,444,3.7933
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/The fine every day/The fine every day.mp3,90.25,147,1.6288
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆÇ∑ÇÈê_í óÕ/óˆÇ∑ÇÈê_í óÕ.mp3,101.8,305,2.9961
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/NoNoNo/NoNoNo.mp3,104.67,406,3.8788
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/last stardust/last stardust.mp3,100.73,69,0.685
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Love Me Love La Bride!!/Love Me Love La Bride!!.mp3,101.07,240,2.3746
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Passion/Passion.mp3,105.16,256,2.4345
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç±Ç»Ç‰Ç´Ç”ÇÈÇË/Vision.mp3,130.9,464,3.5447
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç∑Ç´ÉbÉXSTEADYÅôÉLÉbÉX!!/Ç∑Ç´ÉbÉXSTEADYÅôÉLÉbÉX!!.mp3,127.19,540,4.2456
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç›Ç±Ç›Ç±ÉâÉìÉuÉãÅ`Ç†Ç»ÇΩÇ∆‚SÇ∞Ç¡ÇøÇ„Å[Å`/Ç›Ç±Ç›Ç±ÉâÉìÉuÉãÅ`Ç†Ç»ÇΩÇ∆‚SÇ∞Ç¡ÇøÇ„Å[Å`.mp3,132.14,660,4.9946
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/HELLorHELL/HELLorHELL.mp3,128.69,184,1.4298
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/èHêF/akiiro.mp3,126.43,253,2.0011
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/More-more LOVERS!!/More-more LOVERS!!.mp3,90.28,336,3.7218
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆÇÃï‚èKÇénÇﬂÇ‹Show/lovehosyuu.mp3,95.97,360,3.751
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/issyoumono/issyoumono.mp3,107.08,300,2.8018
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/My Little Glory/My Little Glory.mp3,120.26,477,3.9665
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Acid Pumper/Acid Pumper.mp3,120.02,389,3.2411
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Stars Biscuit/Stars Biscuit.mp3,146.09,631,4.3192
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Princess PartyÅ`ê¬ètã÷é~óﬂÅ`/Princess Party.mp3,120.35,231,1.9195
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/thousand/thousand.mp3,152.53,785,5.1466
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óÉÇéùÇΩÇ»Ç¢è≠èó/midori.mp3,119.43,488,4.086
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Å„ëæózånÅùÉhÅ[ÉiÉcâªåvâÊÅáÅÕÅá/Å„ëæózånÅùÉhÅ[ÉiÉcâªåvâÊÅáÅÕÅá.mp3,120.15,524,4.3612
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÇøÇ¡ÇøÇ·ÇÁÇ‘/chichalove_op.mp3,121.08,434,3.5845
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Link-age/Link-age.mp3,147.07,568,3.8621
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉlÉKÉCÉ~ÉY/ÉlÉKÉCÉ~ÉY.mp3,111.05,321,2.8906
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/îwêÖîVêw/îwêÖîVêw.mp3,125.14,205,1.6382
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Sense 2007/Sense 2007.mp3,120.69,332,2.7509
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Hold on me/Hold on me.mp3,95.45,262,2.7449
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/êØÇÃäÌ/Star.mp3,142.37,225,1.5804
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ï∂íU/buntan.mp3,95.18,450,4.728
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/éûâJDictionary/sigure.mp3,124.36,282,2.2677
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Splash!/Splash!.mp3,90.75,185,2.0386
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Mirage Lullaby/Mirage Lullaby.mp3,152.52,520,3.4095
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉâÉrÉäÉRÅEÉsÉäÉâÉâÅEÉâÉrÉâÉ{ÉâÉgÉäÅ[/rabilabo.mp3,98.65,236,2.3922
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Happy!Puppy!/Happy!Puppy!.mp3,122.67,449,3.6602
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/katatinaikioku/katatinaikioku.mp3,114.08,380,3.3311
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Good-bye crisis feat.Gameloid/Good-bye crisis feat.Gameloid.mp3,124.88,84,0.6726
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Girlish!!/Girlish!!.mp3,128.22,312,2.4333
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ëΩèdã…ìWäJ/tazyuu.mp3,119.73,89,0.7433
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/7th WORLD'S OUT/7th WORLD'S OUT.mp3,112.04,279,2.4902
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/kiminosora_bokunosora/kiminosorabokunosora.mp3,98.09,186,1.8962
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉhÉâÉ}ÉeÉBÉbÉNÅEÉpÉåÅ[Éh/ÉhÉâÉ}ÉeÉBÉbÉNÅEÉpÉåÅ[Éh .mp3,109.97,139,1.264
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/LOVE ADVENTURE/LOVE ADVENTURE.mp3,90.84,137,1.5081
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/RockOnYou/RockOnYou.mp3,140.03,392,2.7994
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/PeaceÅóPieces/PeaceÅóPieces.mp3,109.1,337,3.0889
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉRÅ[ÉeÉBÉìÉOÉ`ÉáÉR/choco.mp3,152.69,482,3.1568
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Gracias/Gracias.mp3,142.32,83,0.5832
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/MAID in blade/MAID in brade.mp3,105.13,400,3.8048
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Kaleidoscope Ex/Kaleidoscope.mp3,123.6,309,2.5
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/MA-N-KI-TSU!/MA-N-KI-TSU!.mp3,111.58,244,2.1867
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Inperishable Night 2016/Imperishable Night 2006 (2016 Refine).mp3,134.49,115,0.8551
