Here's an example of a JSON array that meets the requirements you specified:
```css
[
{"time_ms": 0.0, "beat_position": 1, "notes": "1000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "kick"},
{"time_ms": 22.99, "beat_position": 23, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 23.99, "beat_position": 24, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 24.99, "beat_position": 25, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 25.99, "beat_position": 26, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 26.99, "beat_position": 27, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 27.99, "beat_position": 28, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 28.99, "beat_position": 29, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 29.99, "beat_position": 30, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 30.99, "beat_position": 31, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 31.99, "beat_position": 32, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 32.99, "beat_position": 33, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 33.99, "beat_position": 34, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 34.99, "beat_position": 35, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 35.99, "beat_position": 36, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 36.99, "beat_position": 37, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 37.99, "beat_position": 38, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 38.99, "beat_position": 39, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 39.99, "beat_position": 40, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 40.99, "beat_position": 41, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 41.99, "beat_position": 42, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 42.99, "beat_position": 43, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 43.99, "beat_position": 44, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 44.99, "beat_position": 45, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 45.99, "beat_position": 46, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 46.99, "beat_position": 47, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 47.99, "beat_position": 48, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 48.99, "beat_position": 49, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 49.99, "beat_position": 50, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 50.99, "beat_position": 51, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 51.99, "beat_position": 52, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 52.99, "beat_position": 53, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 53.99, "beat_position": 54, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 54.99, "beat_position": 55, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 55.99, "beat_position": 56, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 56.99, "beat_position": 57, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 57.99, "beat_position": 58, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 58.99, "beat_position": 59, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 59.99, "beat_position": 60, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 60.99, "beat_position": 61, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 61.99, "beat_position": 62, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 62.99, "beat_position": 63, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 63.99, "beat_position": 64, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 64.99, "beat_position": 65, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 65.99, "beat_position": 66, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 66.99, "beat_position": 67, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 67.99, "beat_position": 68, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 68.99, "beat_position": 69, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 69.99, "beat_position": 70, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 70.99, "beat_position": 71, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 71.99, "beat_position": 72, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 72.99, "beat_position": 73, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 73.99, "beat_position": 74, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 74.99, "beat_position": 75, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 75.99, "beat_position": 76, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 76.99, "beat_position": 77, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 77.99, "beat_position": 78, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 78.99, "beat_position": 79, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 79.99, "beat_position": 80, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 80.99, "beat_position": 81, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 81.99, "beat_position": 82, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 82.99, "beat_position": 83, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 83.99, "beat_position": 84, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 84.99, "beat_position": 85, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 85.99, "beat_position": 86, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 86.99, "beat_position": 87, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 87.99, "beat_position": 88, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 88.99, "beat_position": 89, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 89.99, "beat_position": 90, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 90.99, "beat_position": 91, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 91.99, "beat_position": 92, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 92.99, "beat_position": 93, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 93.99, "beat_position": 94, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 94.99, "beat_position": 95, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 95.99, "beat_position": 96, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 96.99, "beat_position": 97, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 97.99, "beat_position": 98, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 98.99, "beat_position": 99, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 99.99, "beat_position": 100, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"}
]
```
