117.5,2.37,13.79,2,True,1100,0000-6.6%|0001-9.0%|0010-6.2%|0100-5.8%|1000-7.2%|0011-7.9%|0101-0.0%|0110-8.8%|1001-6.6%|1010-5.3%|1100-6.5%|0111-7.6%|1011-0.0%|1101-6.3%|1110-9.0%|1111-7.3%,1100,2.41
117.5,2.37,14.30,2,True,0000,0000-7.0%|0001-9.0%|0010-5.9%|0100-6.0%|1000-7.6%|0011-7.5%|0101-0.0%|0110-8.9%|1001-7.0%|1010-5.3%|1100-5.5%|0111-7.4%|1011-0.0%|1101-7.1%|1110-8.7%|1111-7.3%,0000,2.63
117.5,2.37,14.81,0,False,0110,0000-11.9%|0001-6.7%|0010-5.9%|0100-6.9%|1000-6.1%|0011-7.7%|0101-5.8%|0110-8.3%|1001-5.2%|1010-0.0%|1100-5.9%|0111-7.2%|1011-0.0%|1101-6.6%|1110-8.8%|1111-7.0%,0110,2.41
117.5,2.37,15.33,3,True,1001,0000-6.9%|0001-9.0%|0010-5.8%|0100-5.9%|1000-7.4%|0011-7.6%|0101-5.3%|0110-8.0%|1001-6.9%|1010-0.0%|1100-6.6%|0111-7.6%|1011-0.0%|1101-7.0%|1110-8.6%|1111-7.4%,1001,2.63
117.5,2.37,15.84,1,True,1001,0000-7.1%|0001-9.0%|0010-6.8%|0100-6.0%|1000-7.3%|0011-7.7%|0101-5.3%|0110-8.4%|1001-5.4%|1010-0.0%|1100-6.6%|0111-7.6%|1011-0.0%|1101-7.0%|1110-8.5%|1111-7.3%,1001,2.63
117.5,2.37,16.35,3,True,0010,0000-7.3%|0001-8.8%|0010-6.9%|0100-6.0%|1000-7.7%|0011-7.7%|0101-6.1%|0110-8.1%|1001-0.0%|1010-5.7%|1100-6.4%|0111-7.0%|1011-0.0%|1101-6.6%|1110-8.5%|1111-7.1%,0010,2.67
117.5,2.37,16.86,2,True,1110,0000-8.1%|0001-8.7%|0010-5.7%|0100-6.1%|1000-7.6%|0011-7.8%|0101-6.2%|0110-8.2%|1001-0.0%|1010-5.6%|1100-6.4%|0111-7.1%|1011-0.0%|1101-6.7%|1110-8.5%|1111-7.2%,1110,2.67
117.5,2.37,17.37,2,False,1100,0000-12.6%|0001-6.5%|0010-6.0%|0100-7.2%|1000-6.4%|0011-7.7%|0101-6.8%|0110-8.1%|1001-0.0%|1010-4.7%|1100-6.4%|0111-7.1%|1011-0.0%|1101-6.0%|1110-6.9%|1111-7.5%,1100,2.63
117.5,2.37,17.88,3,True,0100,0000-8.1%|0001-8.7%|0010-6.2%|0100-6.1%|1000-7.4%|0011-7.9%|0101-6.2%|0110-8.4%|1001-0.0%|1010-5.6%|1100-0.0%|0111-7.3%|1011-5.5%|1101-7.2%|1110-7.5%|1111-7.8%,0100,2.67
117.5,2.37,18.39,3,False,0001,0000-10.7%|0001-6.0%|0010-7.9%|0100-5.7%|1000-7.1%|0011-7.8%|0101-6.4%|0110-8.0%|1001-0.0%|1010-0.0%|1100-7.9%|0111-7.0%|1011-0.0%|1101-8.2%|1110-9.0%|1111-8.3%,0001,2.71
117.5,2.37,18.90,1,True,0110,0000-8.5%|0001-7.6%|0010-6.8%|0100-0.0%|1000-7.8%|0011-7.6%|0101-5.5%|0110-8.2%|1001-0.0%|1010-5.8%|1100-6.5%|0111-6.8%|1011-5.6%|1101-7.3%|1110-8.1%|1111-7.8%,0110,2.72
117.5,2.37,19.41,0,False,1110,0000-12.4%|0001-5.4%|0010-8.3%|0100-6.1%|1000-6.2%|0011-8.3%|0101-6.3%|0110-8.0%|1001-0.0%|1010-0.0%|1100-7.3%|0111-7.5%|1011-0.0%|1101-7.7%|1110-8.4%|1111-8.1%,1110,2.72
117.5,2.37,19.92,2,False,0111,0000-12.7%|0001-5.5%|0010-8.7%|0100-6.2%|1000-6.3%|0011-8.7%|0101-6.5%|0110-8.7%|1001-0.0%|1010-0.0%|1100-7.1%|0111-7.5%|1011-0.0%|1101-7.6%|1110-6.7%|1111-7.7%,0111,2.72
117.5,2.37,20.43,1,False,1000,0000-12.0%|0001-6.3%|0010-6.8%|0100-5.8%|1000-6.0%|0011-7.8%|0101-5.8%|0110-7.9%|1001-5.1%|1010-0.0%|1100-7.3%|0111-6.1%|1011-0.0%|1101-7.3%|1110-7.5%|1111-8.2%,1000,2.74
117.5,2.37,20.94,0,False,0000,0000-12.8%|0001-6.4%|0010-8.4%|0100-5.7%|1000-0.0%|0011-8.3%|0101-5.8%|0110-8.1%|1001-4.8%|1010-4.4%|1100-6.7%|0111-6.7%|1011-0.0%|1101-6.9%|1110-7.0%|1111-7.9%,0000,2.74
117.5,2.37,21.46,2,False,0000,0000-12.3%|0001-6.5%|0010-8.3%|0100-5.6%|1000-4.3%|0011-8.5%|0101-5.9%|0110-8.5%|1001-4.6%|1010-0.0%|1100-6.6%|0111-7.3%|1011-0.0%|1101-6.6%|1110-7.4%|1111-7.6%,0000,2.74
117.5,2.37,21.97,2,False,1001,0000-11.9%|0001-6.4%|0010-8.2%|0100-5.5%|1000-4.4%|0011-8.4%|0101-5.8%|0110-8.3%|1001-4.6%|1010-0.0%|1100-7.6%|0111-7.1%|1011-0.0%|1101-6.8%|1110-7.5%|1111-7.6%,1001,2.74
117.5,2.37,22.48,2,False,0000,0000-11.2%|0001-6.5%|0010-8.2%|0100-6.8%|1000-4.9%|0011-8.4%|0101-5.9%|0110-8.1%|1001-0.0%|1010-4.2%|1100-6.9%|0111-6.6%|1011-0.0%|1101-6.6%|1110-7.8%|1111-7.7%,0000,2.78
117.5,2.37,22.99,4,True,1101,0000-7.2%|0001-10.1%|0010-8.1%|0100-6.3%|1000-5.8%|0011-8.5%|0101-6.0%|0110-8.8%|1001-5.2%|1010-0.0%|1100-6.4%|0111-7.0%|1011-0.0%|1101-6.4%|1110-6.8%|1111-7.3%,1101,2.82
117.5,2.37,23.50,4,True,1000,0000-7.5%|0001-10.2%|0010-8.1%|0100-6.3%|1000-5.9%|0011-8.6%|0101-6.0%|0110-9.5%|1001-5.3%|1010-5.1%|1100-6.4%|0111-7.0%|1011-0.0%|1101-0.0%|1110-6.8%|1111-7.4%,1000,2.82
117.5,2.37,24.01,4,True,1111,0000-7.7%|0001-10.1%|0010-7.9%|0100-6.2%|1000-0.0%|0011-8.5%|0101-6.0%|0110-9.5%|1001-5.3%|1010-5.0%|1100-6.4%|0111-6.9%|1011-0.0%|1101-5.6%|1110-7.7%|1111-7.4%,1111,2.82
117.5,2.37,24.52,3,False,1110,0000-11.1%|0001-7.3%|0010-7.4%|0100-6.2%|1000-4.4%|0011-8.7%|0101-5.6%|0110-8.5%|1001-0.0%|1010-4.3%|1100-7.6%|0111-7.2%|1011-0.0%|1101-6.2%|1110-8.9%|1111-6.6%,1110,2.82
117.5,2.37,25.03,4,False,1101,0000-12.0%|0001-7.2%|0010-8.1%|0100-6.2%|1000-5.1%|0011-9.1%|0101-5.6%|0110-8.5%|1001-0.0%|1010-4.5%|1100-7.3%|0111-7.1%|1011-0.0%|1101-5.8%|1110-7.0%|1111-6.7%,1101,2.82
117.5,2.37,25.54,4,True,0010,0000-7.7%|0001-10.0%|0010-7.4%|0100-5.9%|1000-6.2%|0011-8.5%|0101-5.9%|0110-9.4%|1001-5.5%|1010-0.0%|1100-6.7%|0111-7.8%|1011-5.0%|1101-0.0%|1110-7.2%|1111-6.9%,0010,3.04
117.5,2.37,26.05,1,True,1101,0000-8.5%|0001-10.0%|0010-6.2%|0100-6.0%|1000-6.2%|0011-8.5%|0101-6.0%|0110-9.6%|1001-5.4%|1010-0.0%|1100-6.7%|0111-7.8%|1011-0.0%|1101-5.1%|1110-7.2%|1111-6.8%,1101,3.04
117.5,2.37,26.56,3,False,1001,0000-11.0%|0001-6.8%|0010-7.5%|0100-6.5%|1000-5.2%|0011-8.9%|0101-5.9%|0110-8.1%|1001-5.2%|1010-0.0%|1100-7.5%|0111-7.1%|1011-0.0%|1101-4.8%|1110-8.3%|1111-7.2%,1001,3.05
117.5,2.37,27.07,3,True,0011,0000-9.1%|0001-9.1%|0010-6.9%|0100-6.1%|1000-6.0%|0011-8.4%|0101-6.0%|0110-9.5%|1001-0.0%|1010-5.1%|1100-6.6%|0111-8.0%|1011-5.0%|1101-0.0%|1110-7.5%|1111-6.7%,0011,3.09
117.5,2.37,27.59,3,True,1001,0000-9.1%|0001-9.2%|0010-6.9%|0100-6.2%|1000-6.0%|0011-7.2%|0101-6.1%|0110-9.5%|1001-5.2%|1010-0.0%|1100-6.6%|0111-8.2%|1011-0.0%|1101-5.3%|1110-7.5%|1111-6.9%,1001,3.09
117.5,2.37,28.10,2,True,0111,0000-9.1%|0001-9.0%|0010-7.0%|0100-6.2%|1000-6.7%|0011-7.6%|0101-6.0%|0110-9.6%|1001-0.0%|1010-5.0%|1100-6.5%|0111-8.1%|1011-0.0%|1101-5.2%|1110-7.4%|1111-6.7%,0111,3.09
117.5,2.37,28.61,2,False,1111,0000-11.8%|0001-7.8%|0010-7.0%|0100-5.7%|1000-6.8%|0011-7.5%|0101-5.3%|0110-8.1%|1001-0.0%|1010-4.9%|1100-7.3%|0111-6.1%|1011-0.0%|1101-5.8%|1110-8.0%|1111-7.8%,1111,3.10
117.5,2.37,29.12,3,True,1011,0000-9.4%|0001-9.9%|0010-7.1%|0100-6.0%|1000-7.0%|0011-7.9%|0101-5.8%|0110-9.2%|1001-0.0%|1010-5.2%|1100-6.4%|0111-7.2%|1011-5.2%|1101-0.0%|1110-8.0%|1111-5.9%,1011,3.07
117.5,2.37,29.63,1,True,0011,0000-9.2%|0001-9.8%|0010-6.9%|0100-5.9%|1000-6.9%|0011-7.8%|0101-5.8%|0110-9.1%|1001-0.0%|1010-5.1%|1100-6.3%|0111-7.2%|1011-0.0%|1101-5.8%|1110-7.8%|1111-6.3%,0011,3.08
117.5,2.37,30.14,3,False,0000,0000-12.6%|0001-7.6%|0010-8.7%|0100-5.6%|1000-6.3%|0011-6.8%|0101-5.3%|0110-8.0%|1001-0.0%|1010-4.9%|1100-7.0%|0111-6.2%|1011-0.0%|1101-6.3%|1110-8.5%|1111-6.4%,0000,3.10
117.5,2.37,30.65,2,False,0010,0000-10.8%|0001-6.9%|0010-7.8%|0100-6.0%|1000-6.1%|0011-6.8%|0101-5.8%|0110-7.6%|1001-0.0%|1010-5.1%|1100-7.3%|0111-6.2%|1011-0.0%|1101-7.6%|1110-8.5%|1111-7.4%,0010,3.09
117.5,2.37,31.16,1,False,0111,0000-11.6%|0001-7.0%|0010-6.7%|0100-5.9%|1000-5.8%|0011-7.1%|0101-5.7%|0110-7.9%|1001-0.0%|1010-5.0%|1100-7.2%|0111-6.5%|1011-0.0%|1101-7.5%|1110-8.6%|1111-7.5%,0111,3.09
117.5,2.37,31.67,2,True,0100,0000-8.8%|0001-9.7%|0010-6.8%|0100-6.5%|1000-6.2%|0011-7.8%|0101-6.3%|0110-9.6%|1001-0.0%|1010-5.0%|1100-6.1%|0111-6.7%|1011-0.0%|1101-6.6%|1110-7.4%|1111-6.4%,0100,3.25
117.5,2.37,32.18,1,False,1001,0000-11.8%|0001-6.9%|0010-7.4%|0100-0.0%|1000-5.8%|0011-8.1%|0101-5.8%|0110-8.0%|1001-4.9%|1010-5.0%|1100-7.2%|0111-5.8%|1011-0.0%|1101-7.5%|1110-8.6%|1111-7.4%,1001,3.09
117.5,2.37,32.69,1,False,0010,0000-12.0%|0001-7.0%|0010-8.2%|0100-5.4%|1000-6.2%|0011-7.6%|0101-5.6%|0110-8.2%|1001-0.0%|1010-4.9%|1100-7.0%|0111-6.8%|1011-0.0%|1101-6.9%|1110-8.0%|1111-6.2%,0010,3.14
117.5,2.37,33.20,2,False,0111,0000-12.5%|0001-7.0%|0010-7.3%|0100-5.4%|1000-6.0%|0011-7.8%|0101-5.7%|0110-8.4%|1001-0.0%|1010-4.9%|1100-6.7%|0111-6.9%|1011-0.0%|1101-6.6%|1110-7.8%|1111-7.1%,0111,3.13
117.5,2.37,33.72,2,True,1111,0000-8.3%|0001-9.4%|0010-6.2%|0100-5.8%|1000-7.0%|0011-7.2%|0101-6.4%|0110-9.4%|1001-5.5%|1010-0.0%|1100-6.5%|0111-6.7%|1011-0.0%|1101-6.8%|1110-7.6%|1111-7.3%,1111,3.50
117.5,2.37,34.23,2,False,0001,0000-12.9%|0001-7.0%|0010-7.8%|0100-5.5%|1000-5.9%|0011-8.9%|0101-5.8%|0110-8.5%|1001-0.0%|1010-4.8%|1100-6.8%|0111-6.0%|1011-0.0%|1101-6.8%|1110-7.8%|1111-5.4%,0001,3.13
117.5,2.37,34.74,1,False,0111,0000-13.2%|0001-6.3%|0010-9.0%|0100-4.6%|1000-6.1%|0011-9.6%|0101-5.1%|0110-7.6%|1001-0.0%|1010-5.0%|1100-6.6%|0111-5.6%|1011-0.0%|1101-6.7%|1110-7.9%|1111-6.7%,0111,3.49
117.5,2.37,35.25,3,True,1101,0000-9.5%|0001-9.2%|0010-8.2%|0100-5.9%|1000-6.7%|0011-8.8%|0101-6.3%|0110-9.5%|1001-5.2%|1010-0.0%|1100-5.9%|0111-5.9%|1011-0.0%|1101-6.2%|1110-6.8%|1111-5.8%,1101,3.56
117.5,2.37,35.76,3,True,0110,0000-9.5%|0001-9.3%|0010-8.2%|0100-6.0%|1000-6.6%|0011-8.8%|0101-6.5%|0110-9.5%|1001-5.1%|1010-5.2%|1100-5.8%|0111-7.2%|1011-0.0%|1101-0.0%|1110-6.8%|1111-5.7%,0110,3.56
117.5,2.37,36.27,4,True,0100,0000-9.7%|0001-9.2%|0010-8.2%|0100-6.9%|1000-6.6%|0011-8.8%|0101-6.4%|0110-8.5%|1001-0.0%|1010-5.1%|1100-5.8%|0111-7.2%|1011-0.0%|1101-5.2%|1110-6.8%|1111-5.7%,0100,3.56
117.5,2.37,36.78,4,False,1110,0000-11.4%|0001-6.5%|0010-7.6%|0100-0.0%|1000-6.6%|0011-7.9%|0101-5.4%|0110-7.8%|1001-5.6%|1010-5.3%|1100-7.3%|0111-7.0%|1011-0.0%|1101-6.5%|1110-8.1%|1111-6.9%,1110,3.56
117.5,2.37,37.29,4,True,0110,0000-9.1%|0001-8.7%|0010-8.1%|0100-5.5%|1000-7.2%|0011-8.1%|0101-5.9%|0110-8.6%|1001-6.6%|1010-0.0%|1100-6.6%|0111-7.2%|1011-0.0%|1101-6.1%|1110-6.1%|1111-6.5%,0110,3.61
117.5,2.37,37.80,4,True,0011,0000-9.0%|0001-8.8%|0010-8.1%|0100-5.5%|1000-7.1%|0011-8.2%|0101-6.0%|0110-7.6%|1001-6.5%|1010-0.0%|1100-6.5%|0111-8.1%|1011-0.0%|1101-5.9%|1110-6.4%|1111-6.4%,0011,3.61
117.5,2.37,38.31,3,True,0010,0000-9.1%|0001-8.6%|0010-8.1%|0100-5.5%|1000-7.0%|0011-7.0%|0101-5.9%|0110-8.1%|1001-6.4%|1010-0.0%|1100-6.5%|0111-8.0%|1011-0.0%|1101-6.0%|1110-6.4%|1111-7.2%,0010,3.61
117.5,2.37,38.82,4,True,0001,0000-9.3%|0001-8.9%|0010-6.6%|0100-0.0%|1000-7.0%|0011-7.5%|0101-5.5%|0110-7.9%|1001-6.3%|1010-5.5%|1100-6.8%|0111-7.9%|1011-0.0%|1101-6.3%|1110-6.9%|1111-7.6%,0001,3.67
117.5,2.37,39.33,2,True,1111,0000-9.3%|0001-7.7%|0010-7.1%|0100-0.0%|1000-6.9%|0011-7.5%|0101-5.5%|0110-7.8%|1001-6.2%|1010-5.4%|1100-6.8%|0111-8.6%|1011-0.0%|1101-6.3%|1110-7.0%|1111-7.7%,1111,3.67
117.5,2.37,39.85,0,False,1001,0000-11.7%|0001-6.0%|0010-7.7%|0100-0.0%|1000-6.0%|0011-7.6%|0101-5.3%|0110-7.1%|1001-5.2%|1010-5.3%|1100-7.3%|0111-8.5%|1011-0.0%|1101-7.4%|1110-8.0%|1111-6.9%,1001,3.62
117.5,2.37,40.36,5,True,0000,0000-9.5%|0001-8.1%|0010-7.2%|0100-5.4%|1000-6.7%|0011-7.6%|0101-5.5%|0110-8.5%|1001-0.0%|1010-5.4%|1100-6.7%|0111-8.7%|1011-0.0%|1101-7.1%|1110-6.8%|1111-6.7%,0000,3.67
117.5,2.37,40.87,3,False,0010,0000-11.1%|0001-6.1%|0010-7.7%|0100-6.2%|1000-5.4%|0011-7.1%|0101-5.3%|0110-8.2%|1001-0.0%|1010-5.1%|1100-7.0%|0111-8.7%|1011-0.0%|1101-7.1%|1110-7.6%|1111-7.4%,0010,3.67
117.5,2.37,41.38,5,True,0110,0000-8.9%|0001-8.5%|0010-6.6%|0100-6.5%|1000-5.9%|0011-7.6%|0101-5.8%|0110-9.5%|1001-0.0%|1010-4.8%|1100-6.3%|0111-9.3%|1011-0.0%|1101-6.3%|1110-7.4%|1111-6.5%,0110,3.86
117.5,2.37,41.89,2,False,1100,0000-11.7%|0001-6.1%|0010-7.2%|0100-6.2%|1000-5.0%|0011-7.4%|0101-5.3%|0110-7.9%|1001-0.0%|1010-4.9%|1100-6.8%|0111-9.0%|1011-0.0%|1101-6.8%|1110-8.3%|1111-7.2%,1100,3.67
117.5,2.37,42.40,2,False,1101,0000-12.1%|0001-6.1%|0010-7.5%|0100-6.5%|1000-4.8%|0011-8.6%|0101-5.5%|0110-8.6%|1001-0.0%|1010-4.8%|1100-4.9%|0111-9.1%|1011-0.0%|1101-6.5%|1110-8.0%|1111-6.9%,1101,3.68
117.5,2.37,42.91,0,False,0010,0000-10.5%|0001-6.3%|0010-8.5%|0100-5.6%|1000-5.5%|0011-8.6%|0101-5.2%|0110-8.1%|1001-0.0%|1010-5.1%|1100-5.8%|0111-8.9%|1011-0.0%|1101-5.7%|1110-8.5%|1111-7.6%,0010,3.87
117.5,2.37,43.42,0,False,0101,0000-10.7%|0001-7.2%|0010-7.4%|0100-5.5%|1000-5.4%|0011-8.6%|0101-5.1%|0110-8.1%|1001-0.0%|1010-5.1%|1100-5.8%|0111-8.8%|1011-0.0%|1101-6.2%|1110-8.5%|1111-7.5%,0101,3.88
117.5,2.37,43.93,0,False,0001,0000-10.5%|0001-7.1%|0010-7.7%|0100-5.5%|1000-5.4%|0011-8.5%|0101-0.0%|0110-8.1%|1001-0.0%|1010-5.1%|1100-5.8%|0111-8.9%|1011-4.4%|1101-6.1%|1110-8.4%|1111-8.4%,0001,3.88
117.5,2.37,44.44,0,False,0110,0000-10.7%|0001-5.7%|0010-7.8%|0100-5.6%|1000-5.4%|0011-8.6%|0101-0.0%|0110-8.3%|1001-4.8%|1010-5.1%|1100-5.9%|0111-8.9%|1011-0.0%|1101-6.2%|1110-8.5%|1111-8.5%,0110,3.88
117.5,2.37,44.95,4,False,1110,0000-10.5%|0001-6.2%|0010-8.9%|0100-7.1%|1000-5.0%|0011-8.3%|0101-5.9%|0110-8.6%|1001-0.0%|1010-4.4%|1100-5.3%|0111-9.6%|1011-0.0%|1101-5.5%|1110-7.6%|1111-7.2%,1110,3.92
